hit_id	worker_id	worktime_s	item_id	text
306996CF6WIITTJBR6Q44WPDCQ11BX	00da42c49497457481af9c4d191ffed3	108	can_opener_3_4	This is a aqua manual can opener.
306996CF6WIITTJBR6Q44WPDCQ11BX	a227adb0721e4c249456bfb629bdd410	76	potato_3_2	This is a small red potato
306996CF6WIITTJBR6Q44WPDCQ11BX	a227adb0721e4c249456bfb629bdd410	76	can_opener_4_3	This is a black manual can opener
306996CF6WIITTJBR6Q44WPDCQ11BX	a227adb0721e4c249456bfb629bdd410	76	measuring_tape_3_3	This is a small black and pink retractable tape measure
306996CF6WIITTJBR6Q44WPDCQ11BX	a227adb0721e4c249456bfb629bdd410	76	fork_3_1	This is a silver fork
306996CF6WIITTJBR6Q44WPDCQ11BX	a227adb0721e4c249456bfb629bdd410	76	can_opener_3_4	This is a manual can opener with light blue handles
306996CF6WIITTJBR6Q44WPDCQ11BX	08673f6016d84265ad22b9813daeea3e	69	potato_3_2	This is a red potato.
306996CF6WIITTJBR6Q44WPDCQ11BX	08673f6016d84265ad22b9813daeea3e	69	can_opener_4_3	This is a hand-operated can opener.
306996CF6WIITTJBR6Q44WPDCQ11BX	08673f6016d84265ad22b9813daeea3e	69	measuring_tape_3_3	This is a tape measure with purple and black case.
306996CF6WIITTJBR6Q44WPDCQ11BX	08673f6016d84265ad22b9813daeea3e	69	fork_3_1	This is a silver metal fork.
306996CF6WIITTJBR6Q44WPDCQ11BX	08673f6016d84265ad22b9813daeea3e	69	can_opener_3_4	This is a hand-operated can opener with turquoise handles.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	e6f1adcf71fe46ddb3219140c8c5acb1	46	plate_2_2	"This is a round, light blue dinner plate."
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	e6f1adcf71fe46ddb3219140c8c5acb1	46	onion_5_4	"This is a round, yellow, onion."
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	e6f1adcf71fe46ddb3219140c8c5acb1	46	food_jar_2_4	This is a bottle of Chi-Chi's hot sauce.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	e6f1adcf71fe46ddb3219140c8c5acb1	46	pencil_2_4	This is a purple mechanical pencil..
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	e6f1adcf71fe46ddb3219140c8c5acb1	46	lightbulb_4_4	This is a white light bulb.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	7bddc64593794bfda8f8bf7249dc32e5	53	plate_2_2	a blue ceramic plate
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	7bddc64593794bfda8f8bf7249dc32e5	53	onion_5_4	a yellow onion
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	7bddc64593794bfda8f8bf7249dc32e5	53	food_jar_2_4	a glass jar of salsa
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	7bddc64593794bfda8f8bf7249dc32e5	53	pencil_2_4	a purple ball point pen
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	7bddc64593794bfda8f8bf7249dc32e5	53	lightbulb_4_4	a lightbub
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	2e63490b2fc8462f966d1b4405d06e4a	64	plate_2_2	The object is a blue plate.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	2e63490b2fc8462f966d1b4405d06e4a	64	onion_5_4	The object is an onion.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	2e63490b2fc8462f966d1b4405d06e4a	64	food_jar_2_4	The object is a jar of tomato sauce.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	2e63490b2fc8462f966d1b4405d06e4a	64	pencil_2_4	The object is a purple mechanical pencil.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	2e63490b2fc8462f966d1b4405d06e4a	64	lightbulb_4_4	The object is a white light bulb.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	7d46b772cd474bfe936c72b904f27953	351	plate_2_2	A plate. Used to hold an individuals meal versus reaching into the meal itself.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	7d46b772cd474bfe936c72b904f27953	351	onion_5_4	An onion. A member of the leek family used as a garnish for some meals.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	7d46b772cd474bfe936c72b904f27953	351	food_jar_2_4	A jar of salsa. Used for adip and sometimes accompanies a dish as a garnish.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	7d46b772cd474bfe936c72b904f27953	351	pencil_2_4	A mechanical pencil. Used in drafting and some applications requiring fine lines that may need correction.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	7d46b772cd474bfe936c72b904f27953	351	lightbulb_4_4	A moder light bulb. Used by many to save energy and has an added safety feature which keeps the bulb from burning to the touch.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	b2e8cd9bb8c7425293c5d954a4e7ac96	107	plate_2_2	"This is a circular object. It's called a plate, and it is light blue in color."
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	b2e8cd9bb8c7425293c5d954a4e7ac96	107	onion_5_4	This is an onion. It has a brownish-yellow color to it.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	b2e8cd9bb8c7425293c5d954a4e7ac96	107	food_jar_2_4	"This is a jar of salsa, made by Chi-Chi's. On the label, there are tomatoes and peppers depicted."
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	b2e8cd9bb8c7425293c5d954a4e7ac96	107	pencil_2_4	This is a mechanical pencil. It is purple in color.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	b2e8cd9bb8c7425293c5d954a4e7ac96	107	lightbulb_4_4	"This is a light bulb. It is white and appears to be a newer, energy-efficient model."
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	a227adb0721e4c249456bfb629bdd410	85	plate_2_2	This is a large medium blue plate
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	a227adb0721e4c249456bfb629bdd410	85	onion_5_4	This is a raw onion with brown skin
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	a227adb0721e4c249456bfb629bdd410	85	food_jar_2_4	This is a jar of chi chi's salsa
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	a227adb0721e4c249456bfb629bdd410	85	pencil_2_4	This is a purple  cased mechanical pencil
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	a227adb0721e4c249456bfb629bdd410	85	lightbulb_4_4	This is a standard lightbulb
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	a9d93990dc324dcead4c15425c911c9f	3392	plate_2_2	SERVE A FOOD.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	a9d93990dc324dcead4c15425c911c9f	3392	onion_5_4	Help reduce high blood pressure.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	a9d93990dc324dcead4c15425c911c9f	3392	food_jar_2_4	TO KEEP A FOOD WITH LID.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	a9d93990dc324dcead4c15425c911c9f	3392	pencil_2_4	USE FOR WRITING PURPOSE.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	a9d93990dc324dcead4c15425c911c9f	3392	lightbulb_4_4	"GIVES BRIGHT TO HOME,OFFICE,ETC..."
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	964d3bc9a74e4d519f8d243394783bbf	69	plate_2_2	This is a sky-blue plate.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	964d3bc9a74e4d519f8d243394783bbf	69	onion_5_4	This looks like a small onion.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	964d3bc9a74e4d519f8d243394783bbf	69	food_jar_2_4	"This is a bottle of salsa, known to be of mediocre quality."
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	964d3bc9a74e4d519f8d243394783bbf	69	pencil_2_4	This is a cheap purple plastic pencil.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	964d3bc9a74e4d519f8d243394783bbf	69	lightbulb_4_4	"This is some sort of light bulb, probably not incandescent."
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	6dffe2e4bd304c15a4198cbd9a64b14f	43	plate_2_2	It is a light blue plate.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	6dffe2e4bd304c15a4198cbd9a64b14f	43	onion_5_4	It is a small yellow onion.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	6dffe2e4bd304c15a4198cbd9a64b14f	43	food_jar_2_4	It is a sealed glass jar of salsa.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	6dffe2e4bd304c15a4198cbd9a64b14f	43	pencil_2_4	It is a purple mechanical pencil.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	6dffe2e4bd304c15a4198cbd9a64b14f	43	lightbulb_4_4	It is a white incandescent lightbulb.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	28757c2e9532496da5b86564fb5e3393	3456	plate_2_2	This object is a light blue plate.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	28757c2e9532496da5b86564fb5e3393	3456	onion_5_4	This object is a medium yellow onion.
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	28757c2e9532496da5b86564fb5e3393	3456	food_jar_2_4	This object is a jar of salsa
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	28757c2e9532496da5b86564fb5e3393	3456	pencil_2_4	This object is a blue click pencil
31S7M7DAGGOVFMHWK2Z8O54DG35LTC	28757c2e9532496da5b86564fb5e3393	3456	lightbulb_4_4	This object is an led light bulb.
3MIVREZQVHW7307MIYTC40GB7W1QK0	2f17ff0ad50c48879542d85337051fa4	90	picture_frame_3_4	A small picture frame.
3MIVREZQVHW7307MIYTC40GB7W1QK0	2f17ff0ad50c48879542d85337051fa4	90	stapler_1_2	A pink stapler.
3MIVREZQVHW7307MIYTC40GB7W1QK0	2f17ff0ad50c48879542d85337051fa4	90	book_5_3	A large hard cover book.
3MIVREZQVHW7307MIYTC40GB7W1QK0	2f17ff0ad50c48879542d85337051fa4	90	lightbulb_3_4	A light bulb.
3MIVREZQVHW7307MIYTC40GB7W1QK0	2f17ff0ad50c48879542d85337051fa4	90	band_aid_1_1	A box of toy story themed band aids.
3MIVREZQVHW7307MIYTC40GB7W1QK0	7bddc64593794bfda8f8bf7249dc32e5	45	picture_frame_3_4	a black standing picture frame
3MIVREZQVHW7307MIYTC40GB7W1QK0	7bddc64593794bfda8f8bf7249dc32e5	45	stapler_1_2	a pink stapler
3MIVREZQVHW7307MIYTC40GB7W1QK0	7bddc64593794bfda8f8bf7249dc32e5	45	book_5_3	a hardcover book
3MIVREZQVHW7307MIYTC40GB7W1QK0	7bddc64593794bfda8f8bf7249dc32e5	45	lightbulb_3_4	a outdoor flood lightbulb
3MIVREZQVHW7307MIYTC40GB7W1QK0	7bddc64593794bfda8f8bf7249dc32e5	45	band_aid_1_1	a box of bandages
3MIVREZQVHW7307MIYTC40GB7W1QK0	fd3b1a4238934ad698d30cddf637ce87	50	picture_frame_3_4	A black picture frame.
3MIVREZQVHW7307MIYTC40GB7W1QK0	fd3b1a4238934ad698d30cddf637ce87	50	stapler_1_2	A pink stapler.
3MIVREZQVHW7307MIYTC40GB7W1QK0	fd3b1a4238934ad698d30cddf637ce87	50	book_5_3	A brown white and green hard cover book.
3MIVREZQVHW7307MIYTC40GB7W1QK0	fd3b1a4238934ad698d30cddf637ce87	50	lightbulb_3_4	A white lightbulb.
3MIVREZQVHW7307MIYTC40GB7W1QK0	fd3b1a4238934ad698d30cddf637ce87	50	band_aid_1_1	A red and white box of band-aids.
3MIVREZQVHW7307MIYTC40GB7W1QK0	156863879d724fdf8c752f65d9716582	160	picture_frame_3_4	"It is a black picture frame seen from the back, standing"
3MIVREZQVHW7307MIYTC40GB7W1QK0	156863879d724fdf8c752f65d9716582	160	stapler_1_2	It is a pink stapler
3MIVREZQVHW7307MIYTC40GB7W1QK0	156863879d724fdf8c752f65d9716582	160	book_5_3	"It is a big book, with white and brown cover"
3MIVREZQVHW7307MIYTC40GB7W1QK0	156863879d724fdf8c752f65d9716582	160	lightbulb_3_4	It is a white light bulb
3MIVREZQVHW7307MIYTC40GB7W1QK0	156863879d724fdf8c752f65d9716582	160	band_aid_1_1	It is a box of band-aids with a Toy Story picture on it
3MIVREZQVHW7307MIYTC40GB7W1QK0	2e63490b2fc8462f966d1b4405d06e4a	72	picture_frame_3_4	The object is a black picture frame.
3MIVREZQVHW7307MIYTC40GB7W1QK0	2e63490b2fc8462f966d1b4405d06e4a	72	stapler_1_2	The object is a red stapler.
3MIVREZQVHW7307MIYTC40GB7W1QK0	2e63490b2fc8462f966d1b4405d06e4a	72	book_5_3	The object is a book.
3MIVREZQVHW7307MIYTC40GB7W1QK0	2e63490b2fc8462f966d1b4405d06e4a	72	lightbulb_3_4	The object is a white light bulb.
3MIVREZQVHW7307MIYTC40GB7W1QK0	2e63490b2fc8462f966d1b4405d06e4a	72	band_aid_1_1	The object is a container of bandages with Toy Story characters on it.
3MIVREZQVHW7307MIYTC40GB7W1QK0	a227adb0721e4c249456bfb629bdd410	82	picture_frame_3_4	This is a black five by seven frame resting sideways on the stand
3MIVREZQVHW7307MIYTC40GB7W1QK0	a227adb0721e4c249456bfb629bdd410	82	stapler_1_2	This is a pink stapler
3MIVREZQVHW7307MIYTC40GB7W1QK0	a227adb0721e4c249456bfb629bdd410	82	book_5_3	This is a large hardcover book
3MIVREZQVHW7307MIYTC40GB7W1QK0	a227adb0721e4c249456bfb629bdd410	82	lightbulb_3_4	This is a spotlight bulb
3MIVREZQVHW7307MIYTC40GB7W1QK0	a227adb0721e4c249456bfb629bdd410	82	band_aid_1_1	This is a box of Toy Story bandanges
3MIVREZQVHW7307MIYTC40GB7W1QK0	6dffe2e4bd304c15a4198cbd9a64b14f	45	picture_frame_3_4	It is the back of a black picture frame.
3MIVREZQVHW7307MIYTC40GB7W1QK0	6dffe2e4bd304c15a4198cbd9a64b14f	45	stapler_1_2	It is a small pink stapler.
3MIVREZQVHW7307MIYTC40GB7W1QK0	6dffe2e4bd304c15a4198cbd9a64b14f	45	book_5_3	It is a nondescript large book.
3MIVREZQVHW7307MIYTC40GB7W1QK0	6dffe2e4bd304c15a4198cbd9a64b14f	45	lightbulb_3_4	It is a white floodlight.
3MIVREZQVHW7307MIYTC40GB7W1QK0	6dffe2e4bd304c15a4198cbd9a64b14f	45	band_aid_1_1	It is a box of Toy-Story themed band-aids.
3MIVREZQVHW7307MIYTC40GB7W1QK0	668ec905335d41e09a4f648b08c9ca44	62	picture_frame_3_4	This is a picture frame with a black back.
3MIVREZQVHW7307MIYTC40GB7W1QK0	668ec905335d41e09a4f648b08c9ca44	62	stapler_1_2	This is a stapler. It has a pink body.
3MIVREZQVHW7307MIYTC40GB7W1QK0	668ec905335d41e09a4f648b08c9ca44	62	book_5_3	"This is a very thick book with a distorted, abstract pattern on the cover."
3MIVREZQVHW7307MIYTC40GB7W1QK0	668ec905335d41e09a4f648b08c9ca44	62	lightbulb_3_4	Here is a light bulb with a flat dome.
3MIVREZQVHW7307MIYTC40GB7W1QK0	668ec905335d41e09a4f648b08c9ca44	62	band_aid_1_1	This is a box of band aids. It has Toys Story characters on the box.
3MIVREZQVHW7307MIYTC40GB7W1QK0	486265ee17b54b728a86d628964552c8	249	picture_frame_3_4	This is a picture frame.
3MIVREZQVHW7307MIYTC40GB7W1QK0	486265ee17b54b728a86d628964552c8	249	stapler_1_2	This is a stapler.
3MIVREZQVHW7307MIYTC40GB7W1QK0	486265ee17b54b728a86d628964552c8	249	book_5_3	This is a book.
3MIVREZQVHW7307MIYTC40GB7W1QK0	486265ee17b54b728a86d628964552c8	249	lightbulb_3_4	This is a floodlight.
3MIVREZQVHW7307MIYTC40GB7W1QK0	486265ee17b54b728a86d628964552c8	249	band_aid_1_1	This is a box of band-aids.
3MIVREZQVHW7307MIYTC40GB7W1QK0	15cf2804239644c58d62f916ed8f405e	72	picture_frame_3_4	this is a black picture frame.
3MIVREZQVHW7307MIYTC40GB7W1QK0	15cf2804239644c58d62f916ed8f405e	72	stapler_1_2	this is a red stapler.
3MIVREZQVHW7307MIYTC40GB7W1QK0	15cf2804239644c58d62f916ed8f405e	72	book_5_3	this is a large book.
3MIVREZQVHW7307MIYTC40GB7W1QK0	15cf2804239644c58d62f916ed8f405e	72	lightbulb_3_4	this is a flood light.
3MIVREZQVHW7307MIYTC40GB7W1QK0	15cf2804239644c58d62f916ed8f405e	72	band_aid_1_1	this is a metal can of band-aids.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	cbb0742c45834d7ea8a575281dc22b78	385	potato_5_2	A fruit that looks old.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	cbb0742c45834d7ea8a575281dc22b78	385	apple_1_5	There is a yellow apple. It looks very tasty and is a decent size.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	cbb0742c45834d7ea8a575281dc22b78	385	potato_5_4	"The fruit is spotted and looks a little old, but still looks fine to eat. The color is dull."
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	cbb0742c45834d7ea8a575281dc22b78	385	coffee_mug_4_3	An elegant teacup with flower designs.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	cbb0742c45834d7ea8a575281dc22b78	385	bell_pepper_1_3	A perfectly ripe red pepper. The color is vibrant.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	668ec905335d41e09a4f648b08c9ca44	42	potato_5_2	This is a potato. It is orange and irregular in shape.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	668ec905335d41e09a4f648b08c9ca44	42	apple_1_5	"This is an apple. Oddly, it is yellow in color."
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	668ec905335d41e09a4f648b08c9ca44	42	potato_5_4	This is a potato. It is elongated and brown.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	668ec905335d41e09a4f648b08c9ca44	42	coffee_mug_4_3	This is a porcelain mug with a floral design.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	668ec905335d41e09a4f648b08c9ca44	42	bell_pepper_1_3	This is a red bell pepper with a green stem.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	7bddc64593794bfda8f8bf7249dc32e5	117	potato_5_2	a sweet potato yam
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	7bddc64593794bfda8f8bf7249dc32e5	117	apple_1_5	a yellow apple
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	7bddc64593794bfda8f8bf7249dc32e5	117	potato_5_4	a sweet potato yam
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	7bddc64593794bfda8f8bf7249dc32e5	117	coffee_mug_4_3	a decorative tea cup
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	7bddc64593794bfda8f8bf7249dc32e5	117	bell_pepper_1_3	a red pepper
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	9e3b9c4525c64df5afe4ea4723c2e115	162	potato_5_2	"On the turntable is a potato or yam in good, ready-to-cook condition."
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	9e3b9c4525c64df5afe4ea4723c2e115	162	apple_1_5	"On the turntable is a yellow apple, perhaps a Golden Delicious variety."
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	9e3b9c4525c64df5afe4ea4723c2e115	162	potato_5_4	On the turntable is a pointy-shaped potato or yam.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	9e3b9c4525c64df5afe4ea4723c2e115	162	coffee_mug_4_3	"On the turntable is a cup or vase that looks like it's made of porcelain and decorated with a colorful floral pattern, possibly Polish or Russian style."
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	9e3b9c4525c64df5afe4ea4723c2e115	162	bell_pepper_1_3	"On the turntable is a large, red, ripe, fresh bell pepper."
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	c9b4f91462664ec7930ec9f3fe6eb972	126	potato_5_2	On the table is a pinkish sweet potato. It is elongated with a little brown on top.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	c9b4f91462664ec7930ec9f3fe6eb972	126	apple_1_5	On the table is a yellow apple. it has a brown stem on top and a flat bottom.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	c9b4f91462664ec7930ec9f3fe6eb972	126	potato_5_4	"On the table is a pinkish yam. It has a brown, flat tip."
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	c9b4f91462664ec7930ec9f3fe6eb972	126	coffee_mug_4_3	On the table is a white and colorful mug. It has colorful flowers and a blue stripe on the bottom.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	c9b4f91462664ec7930ec9f3fe6eb972	126	bell_pepper_1_3	On the table is a round smooth pepper. It is a red pepper with a green stem on top.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	89eabddd4f4045b184a0bf62145e13fb	1582	potato_5_2	A large sweet potato.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	89eabddd4f4045b184a0bf62145e13fb	1582	apple_1_5	A yellow green apple.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	89eabddd4f4045b184a0bf62145e13fb	1582	potato_5_4	A sweet potato with its sprout end pointed towards the right.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	89eabddd4f4045b184a0bf62145e13fb	1582	coffee_mug_4_3	A floral design tea cup with a blue rim on the top and the bottom.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	89eabddd4f4045b184a0bf62145e13fb	1582	bell_pepper_1_3	A large red bell pepper.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	5a366ac77c9c41d49f4ecf20e18756bc	96	potato_5_2	The object is a large sweet potato.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	5a366ac77c9c41d49f4ecf20e18756bc	96	apple_1_5	The object is a yellow apple.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	5a366ac77c9c41d49f4ecf20e18756bc	96	potato_5_4	The object is a large sweet potato.
3FVBZG9CLJCSDH1FVFW0C2912BZH0P	5a366ac77c9c41d49f4ecf20e18756bc	96	coffee_mug_4_3	The object is a vase.  It is white with floral designs and blue trim.
